subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
language_conventions,3,Spelling,Homophones,Choosing the correct homophone,1,g3-icas-eng-homophone-001,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Homophones,Choosing the correct homophone (here / hear),1,naplan-y3-language-db-016,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Homophones,Choosing the correct homophone (know / no),1,naplan-y3-language-dd-003,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Homophones,Choosing the correct homophone (there / their / they're),1,naplan-y3-language-da-007,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Homophones,Choosing the correct homophone (to / too / two),1,naplan-y3-language-db-003,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Homophones,Common homophones (hear and here),1,icas-y3-language-c-007,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
language_conventions,3,Spelling,Plurals,Spelling irregular plurals (foot / feet),1,naplan-y3-language-dd-004,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Plurals,Spelling irregular plurals ending in -f,1,naplan-y3-language-da-008,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Plurals,Spelling plurals by adding -es after x,1,naplan-y3-language-dd-015,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Plurals,Spelling plurals: changing y to ies,1,naplan-y3-language-db-004,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Prefixes,Building a word with the prefix un-,1,naplan-y3-language-da-011,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Prefixes,The prefixes re- and dis-,1,icas-y3-language-c-010,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Regular plurals,"Spelling regular plurals (-s, -es and -ies)",1,icas-y3-language-c-001,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Silent letters,Spelling words with a silent k,1,naplan-y3-language-db-014,VC2E3LY05,Spelling complex and less common grapheme patterns,high,Aligns with spelling complex and less common grapheme patterns (VC2E3LY05).,mapped
language_conventions,3,Spelling,Spelling,lang.prod.spelling.correcting-misspelt-words,2,"man-4a091b5f7836db0043f5f75a, man-6daa0a3b6e6cfeff6c720ccc",VC2E3LY05,Spelling complex and less common grapheme patterns,high,Aligns with spelling complex and less common grapheme patterns (VC2E3LY05).,mapped
language_conventions,3,Spelling,Spelling,lit.spelling.common-words,2,"man-3431342e7a51c952b427bd7a, man-91c38bd89a6c58e2991a1675",VC2E3LY05,Spelling complex and less common grapheme patterns,high,Aligns with spelling complex and less common grapheme patterns (VC2E3LY05).,mapped
language_conventions,3,Spelling,Spelling in context,Spotting misspelled words in a sentence,1,naplan-y3-language-da-015,VC2E3LY05,Spelling complex and less common grapheme patterns,high,Aligns with spelling complex and less common grapheme patterns (VC2E3LY05).,mapped
language_conventions,3,Spelling,Suffixes,Building a word with the suffix -ful,1,naplan-y3-language-dd-008,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Suffixes,Doubling the final consonant before adding -ing,1,naplan-y3-language-da-014,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Suffixes,Forming adverbs with the suffix -ly,1,naplan-y3-language-dd-013,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Spelling,Suffixes,The suffixes -ful and -er,1,icas-y3-language-c-011,VC2E3LY04,"Morphological awareness: base words, prefixes, suffixes and spelling rules",high,"Aligns with morphological awareness: base words, prefixes, suffixes and spelling rules (VC2E3LY04).",mapped
language_conventions,3,Syntax,Adjective forms,Comparative and superlative adjectives,1,icas-y3-language-c-006,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Adjectives,Identifying adjectives within a sentence,1,icas-y3-language-da-014,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Adverbs,lang.prod.parts-of-speech.adverbs,1,g3-icas-lang-adverb-001,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Apostrophes,Choosing between its and it's,1,icas-y3-language-dc-012,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Apostrophes for possession,Punctuate possession correctly,1,icas-y3-language-f1-016,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Apostrophes for possession,Showing that one owner has something with an apostrophe,1,icas-y3-language-dc-001,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Apostrophes in contractions,Forming a contraction from 'we are',1,icas-y3-language-dd-001,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Apostrophes in contractions,lang.prod.punctuation.contractions,1,g3-icas-lang-apos-001,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Capital letters,lang.prod.punctuation.capital-letters,1,g3-icas-lang-capital-001,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Capital letters,"Using capitals for the sentence start, places and months",1,icas-y3-language-dc-003,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Comma for direct address,Using a comma before a person's name when speaking to them,1,icas-y3-language-da-002,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Commas in lists,lang.prod.punctuation.commas-in-lists,1,g3-icas-lang-comma-001,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Commas in lists,Punctuate items in a list,1,icas-y3-language-f1-003,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Commas in lists,Separating items in a list with commas,1,icas-y3-language-dc-004,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Conjunctions,Choose the correct conjunction to join ideas,1,icas-y3-language-f1-008,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Conjunctions,Choosing a conjunction that shows cause and reason,1,icas-y3-language-da-008,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Conjunctions,Joining two short sentences with a conjunction,1,icas-y3-language-c-008,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Conjunctions,lang.prod.grammar.conjunctions,1,g3-icas-lang-conj-001,VC2E3LA06,Clause structures and grammatical relationships in sentences,high,Aligns with clause structures and grammatical relationships in sentences (VC2E3LA06).,mapped
language_conventions,3,Syntax,Contractions,Contractions with is and will,1,icas-y3-language-c-012,VC2E3LA12,Apostrophes of contraction and possessive apostrophes in singular nouns,high,Aligns with apostrophes of contraction and possessive apostrophes in singular nouns (VC2E3LA12).,mapped
language_conventions,3,Syntax,Direct speech punctuation,Punctuate direct speech correctly,1,icas-y3-language-f1-002,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,End punctuation and sentence type,Choosing an exclamation mark for an exclamation,1,icas-y3-language-dd-002,VC2E3LY12,"Editing and proofreading for structure, grammar and punctuation",high,"Aligns with editing and proofreading for structure, grammar and punctuation (VC2E3LY12).",mapped
language_conventions,3,Syntax,Homophones your and you're,Choosing between 'your' and 'you're',1,icas-y3-language-dd-013,VC2E3LY06,"High-frequency word recognition, homophones and spelling",high,"Aligns with high-frequency word recognition, homophones and spelling (VC2E3LY06).",mapped
